RCM,comp_var,slope,intercept,R,RCM - in-situ,bias adj. RMSD,mean obs,RMSD/mean obs,std. obs,N,min_elev,max_elev
RACMO2.3p2_5.5km,P,14.02,-41974,0.837,-393,808,621,1.30,224,8,2954,2976
