RCM,comp_var,slope,intercept,R,RCM - in-situ,bias adj. RMSD,mean obs,RMSD/mean obs,std. obs,N,min_elev,max_elev
CARRA,P-E-BSS,0.00,-112,0.014,-109,245,338,0.72,163,83,323,3254
