RCM,comp_var,slope,intercept,R,RCM - in-situ,bias adj. RMSD,mean obs,RMSD/mean obs,std. obs,N,min_elev,max_elev
MARv3.13.0wBSS_15km,P,4.94,-14937,0.507,-292,594,621,0.96,224,8,2954,2976
