RCM,comp_var,slope,intercept,R,RCM - in-situ,bias adj. RMSD,mean obs,RMSD/mean obs,std. obs,N,min_elev,max_elev
MARv3.13.0wBSS_15km,P,-0.05,9,-0.392,-93,228,338,0.68,163,83,323,3254
