RCM,comp_var,slope,intercept,R,RCM - in-situ,bias adj. RMSD,mean obs,RMSD/mean obs,std. obs,N,min_elev,max_elev
MARv3.13.0noBSS_15km,P,3.70,-11187,0.417,-225,461,621,0.74,224,8,2954,2976
