RCM,comp_var,slope,intercept,R,RCM - in-situ,bias adj. RMSD,mean obs,RMSD/mean obs,std. obs,N,min_elev,max_elev
CARRA,P,1.78,-5492,0.239,-217,441,621,0.71,224,8,2954,2976
